game_id,date,season,team_name,is_home,won,goals_for,goals_against,spread,over_under,favorite_moneyline
401803395,2026-03-14 19:00:00+00:00,2026,Washington Capitals,1,0,2.0,3.0,-1.5,5.5,-130.0
401803395,2026-03-14 19:00:00+00:00,2026,Boston Bruins,0,1,3.0,2.0,-1.5,5.5,-130.0
401803396,2026-03-14 20:00:00+00:00,2026,Winnipeg Jets,1,1,3.0,1.0,1.5,5.5,-185.0
401803396,2026-03-14 20:00:00+00:00,2026,Colorado Avalanche,0,0,1.0,3.0,1.5,5.5,-185.0
401803397,2026-03-14 22:00:00+00:00,2026,Minnesota Wild,1,0,2.0,4.0,-1.5,6.5,-198.0
401803397,2026-03-14 22:00:00+00:00,2026,New York Rangers,0,1,4.0,2.0,-1.5,6.5,-198.0
401803398,2026-03-14 23:00:00+00:00,2026,Buffalo Sabres,1,1,3.0,2.0,-1.5,6.5,-230.0
401803398,2026-03-14 23:00:00+00:00,2026,Toronto Maple Leafs,0,0,2.0,3.0,-1.5,6.5,-230.0
401803399,2026-03-14 23:00:00+00:00,2026,Montreal Canadiens,1,0,2.0,4.0,-1.5,6.5,-155.0
401803399,2026-03-14 23:00:00+00:00,2026,San Jose Sharks,0,1,4.0,2.0,-1.5,6.5,-155.0
401803400,2026-03-14 23:00:00+00:00,2026,Tampa Bay Lightning,1,0,2.0,4.0,-1.5,6.5,-130.0
401803400,2026-03-14 23:00:00+00:00,2026,Carolina Hurricanes,0,1,4.0,2.0,-1.5,6.5,-130.0
401803401,2026-03-14 23:00:00+00:00,2026,New Jersey Devils,1,1,6.0,4.0,-1.5,5.5,-155.0
401803401,2026-03-14 23:00:00+00:00,2026,Los Angeles Kings,0,0,4.0,6.0,-1.5,5.5,-155.0
401803402,2026-03-14 23:00:00+00:00,2026,New York Islanders,1,1,3.0,2.0,-1.5,6.5,-148.0
401803402,2026-03-14 23:00:00+00:00,2026,Calgary Flames,0,0,2.0,3.0,-1.5,6.5,-148.0
401803403,2026-03-14 23:30:00+00:00,2026,Philadelphia Flyers,1,0,1.0,2.0,1.5,5.5,-142.0
401803403,2026-03-14 23:30:00+00:00,2026,Columbus Blue Jackets,0,1,2.0,1.0,1.5,5.5,-142.0
401803404,2026-03-15 00:00:00+00:00,2026,Dallas Stars,1,1,3.0,2.0,-1.5,5.5,-192.0
401803404,2026-03-15 00:00:00+00:00,2026,Detroit Red Wings,0,0,2.0,3.0,-1.5,5.5,-192.0
401803405,2026-03-15 01:00:00+00:00,2026,Utah Mammoth,1,0,3.0,4.0,-1.5,6.5,-155.0
401803405,2026-03-15 01:00:00+00:00,2026,Pittsburgh Penguins,0,1,4.0,3.0,-1.5,6.5,-155.0
401803406,2026-03-15 02:00:00+00:00,2026,Vancouver Canucks,1,0,2.0,5.0,1.5,6.5,-142.0
401803406,2026-03-15 02:00:00+00:00,2026,Seattle Kraken,0,1,5.0,2.0,1.5,6.5,-142.0
401803407,2026-03-15 02:00:00+00:00,2026,Vegas Golden Knights,1,1,4.0,0.0,-1.5,5.5,-225.0
401803407,2026-03-15 02:00:00+00:00,2026,Chicago Blackhawks,0,0,0.0,4.0,-1.5,5.5,-225.0
401803408,2026-03-15 19:00:00+00:00,2026,Winnipeg Jets,1,1,3.0,2.0,-1.5,5.5,-108.0
401803408,2026-03-15 19:00:00+00:00,2026,St. Louis Blues,0,0,2.0,3.0,-1.5,5.5,-108.0
401803409,2026-03-15 21:00:00+00:00,2026,Ottawa Senators,1,1,7.0,4.0,-1.5,6.5,-205.0
401803409,2026-03-15 21:00:00+00:00,2026,San Jose Sharks,0,0,4.0,7.0,-1.5,6.5,-205.0
401803410,2026-03-15 23:00:00+00:00,2026,Montreal Canadiens,1,0,3.0,4.0,-1.5,6.5,-142.0
401803410,2026-03-15 23:00:00+00:00,2026,Anaheim Ducks,0,1,4.0,3.0,-1.5,6.5,-142.0
401803411,2026-03-15 23:30:00+00:00,2026,Minnesota Wild,1,0,2.0,4.0,-1.5,6.5,-265.0
401803411,2026-03-15 23:30:00+00:00,2026,Toronto Maple Leafs,0,1,4.0,2.0,-1.5,6.5,-265.0
401803412,2026-03-16 00:00:00+00:00,2026,Edmonton Oilers,1,1,3.0,1.0,-1.5,6.5,-192.0
401803412,2026-03-16 00:00:00+00:00,2026,Nashville Predators,0,0,1.0,3.0,-1.5,6.5,-192.0
401803413,2026-03-16 00:00:00+00:00,2026,Seattle Kraken,1,1,6.0,2.0,1.5,5.5,-130.0
401803413,2026-03-16 00:00:00+00:00,2026,Florida Panthers,0,0,2.0,6.0,1.5,5.5,-130.0
401803414,2026-03-16 23:00:00+00:00,2026,Detroit Red Wings,1,1,5.0,2.0,-1.5,5.5,-185.0
401803414,2026-03-16 23:00:00+00:00,2026,Calgary Flames,0,0,2.0,5.0,-1.5,5.5,-185.0
401803415,2026-03-16 23:00:00+00:00,2026,New Jersey Devils,1,1,4.0,3.0,-1.5,6.5,-125.0
401803415,2026-03-16 23:00:00+00:00,2026,Boston Bruins,0,0,3.0,4.0,-1.5,6.5,-125.0
401803416,2026-03-16 23:00:00+00:00,2026,New York Rangers,1,0,1.0,4.0,1.5,5.5,-110.0
401803416,2026-03-16 23:00:00+00:00,2026,Los Angeles Kings,0,1,4.0,1.0,1.5,5.5,-110.0
401803417,2026-03-17 00:00:00+00:00,2026,Dallas Stars,1,0,3.0,6.0,-1.5,5.5,-162.0
401803417,2026-03-17 00:00:00+00:00,2026,Utah Mammoth,0,1,6.0,3.0,-1.5,5.5,-162.0
401803418,2026-03-17 01:50:00+00:00,2026,Colorado Avalanche,1,0,2.0,7.0,-1.5,6.5,-218.0
401803418,2026-03-17 01:50:00+00:00,2026,Pittsburgh Penguins,0,1,7.0,2.0,-1.5,6.5,-218.0
401803419,2026-03-17 23:00:00+00:00,2026,Toronto Maple Leafs,1,0,1.0,3.0,1.5,6.5,-162.0
401803419,2026-03-17 23:00:00+00:00,2026,New York Islanders,0,1,3.0,1.0,1.5,6.5,-162.0
401803420,2026-03-17 23:00:00+00:00,2026,Montreal Canadiens,1,1,3.0,2.0,-1.5,6.5,-155.0
401803420,2026-03-17 23:00:00+00:00,2026,Boston Bruins,0,0,2.0,3.0,-1.5,6.5,-155.0
401803421,2026-03-17 23:00:00+00:00,2026,Columbus Blue Jackets,1,1,5.0,1.0,1.5,6.5,-120.0
401803421,2026-03-17 23:00:00+00:00,2026,Carolina Hurricanes,0,0,1.0,5.0,1.5,6.5,-120.0
401803423,2026-03-17 23:30:00+00:00,2026,Chicago Blackhawks,1,0,3.0,4.0,1.5,5.5,-180.0
401803423,2026-03-17 23:30:00+00:00,2026,Minnesota Wild,0,1,4.0,3.0,1.5,5.5,-180.0
401803422,2026-03-18 00:00:00+00:00,2026,Winnipeg Jets,1,0,3.0,4.0,-1.5,5.5,-130.0
401803422,2026-03-18 00:00:00+00:00,2026,Nashville Predators,0,1,4.0,3.0,-1.5,5.5,-130.0
401803424,2026-03-18 01:00:00+00:00,2026,Edmonton Oilers,1,1,5.0,3.0,-1.5,6.5,-162.0
401803424,2026-03-18 01:00:00+00:00,2026,San Jose Sharks,0,0,3.0,5.0,-1.5,6.5,-162.0
401803425,2026-03-18 02:00:00+00:00,2026,Vancouver Canucks,1,1,5.0,2.0,1.5,6.5,-155.0
401803425,2026-03-18 02:00:00+00:00,2026,Florida Panthers,0,0,2.0,5.0,1.5,6.5,-155.0
401803426,2026-03-18 02:00:00+00:00,2026,Vegas Golden Knights,1,0,0.0,2.0,-1.5,6.5,-135.0
401803426,2026-03-18 02:00:00+00:00,2026,Buffalo Sabres,0,1,2.0,0.0,-1.5,6.5,-135.0
401803427,2026-03-18 02:00:00+00:00,2026,Seattle Kraken,1,0,2.0,6.0,1.5,6.5,-185.0
401803427,2026-03-18 02:00:00+00:00,2026,Tampa Bay Lightning,0,1,6.0,2.0,1.5,6.5,-185.0
401803428,2026-03-18 23:00:00+00:00,2026,New York Rangers,1,0,3.0,6.0,1.5,6.5,-125.0
401803428,2026-03-18 23:00:00+00:00,2026,New Jersey Devils,0,1,6.0,3.0,1.5,6.5,-125.0
401803429,2026-03-18 23:00:00+00:00,2026,Carolina Hurricanes,1,1,6.0,5.0,-1.5,6.5,-135.0
401803429,2026-03-18 23:00:00+00:00,2026,Pittsburgh Penguins,0,0,5.0,6.0,-1.5,6.5,-135.0
401803430,2026-03-18 23:30:00+00:00,2026,Washington Capitals,1,1,4.0,1.0,1.5,5.5,-135.0
401803430,2026-03-18 23:30:00+00:00,2026,Ottawa Senators,0,0,1.0,4.0,1.5,5.5,-135.0
401803431,2026-03-19 01:30:00+00:00,2026,Colorado Avalanche,1,0,1.0,2.0,-1.5,6.5,-142.0
401803431,2026-03-19 01:30:00+00:00,2026,Dallas Stars,0,1,2.0,1.0,-1.5,6.5,-142.0
401803432,2026-03-19 01:30:00+00:00,2026,Calgary Flames,1,1,2.0,1.0,1.5,5.5,-142.0
401803432,2026-03-19 01:30:00+00:00,2026,St. Louis Blues,0,0,1.0,2.0,1.5,5.5,-142.0
401803433,2026-03-19 02:00:00+00:00,2026,Anaheim Ducks,1,0,2.0,3.0,-1.5,6.5,-155.0
401803433,2026-03-19 02:00:00+00:00,2026,Philadelphia Flyers,0,1,3.0,2.0,-1.5,6.5,-155.0
401803434,2026-03-19 23:00:00+00:00,2026,Boston Bruins,1,1,6.0,1.0,-1.5,5.5,-142.0
401803434,2026-03-19 23:00:00+00:00,2026,Winnipeg Jets,0,0,1.0,6.0,-1.5,5.5,-142.0
401803435,2026-03-19 23:00:00+00:00,2026,Ottawa Senators,1,1,3.0,2.0,-1.5,5.5,-125.0
401803435,2026-03-19 23:00:00+00:00,2026,New York Islanders,0,0,2.0,3.0,-1.5,5.5,-125.0
401803436,2026-03-19 23:00:00+00:00,2026,Detroit Red Wings,1,1,3.0,1.0,1.5,6.5,-115.0
401803436,2026-03-19 23:00:00+00:00,2026,Montreal Canadiens,0,0,1.0,3.0,1.5,6.5,-115.0
401803437,2026-03-19 23:00:00+00:00,2026,Columbus Blue Jackets,1,1,6.0,3.0,-1.5,6.5,-218.0
401803437,2026-03-19 23:00:00+00:00,2026,New York Rangers,0,0,3.0,6.0,-1.5,6.5,-218.0
401803439,2026-03-19 23:30:00+00:00,2026,Minnesota Wild,1,0,1.0,2.0,-1.5,5.5,-198.0
401803439,2026-03-19 23:30:00+00:00,2026,Chicago Blackhawks,0,1,2.0,1.0,-1.5,5.5,-198.0
401803438,2026-03-20 00:00:00+00:00,2026,Nashville Predators,1,1,3.0,1.0,-1.5,6.5,-120.0
401803438,2026-03-20 00:00:00+00:00,2026,Seattle Kraken,0,0,1.0,3.0,-1.5,6.5,-120.0
401803440,2026-03-20 01:00:00+00:00,2026,Edmonton Oilers,1,0,0.0,4.0,-1.5,6.5,-162.0
401803440,2026-03-20 01:00:00+00:00,2026,Florida Panthers,0,1,4.0,0.0,-1.5,6.5,-162.0
401803441,2026-03-20 02:00:00+00:00,2026,Vancouver Canucks,1,0,2.0,6.0,1.5,6.5,-340.0
401803441,2026-03-20 02:00:00+00:00,2026,Tampa Bay Lightning,0,1,6.0,2.0,1.5,6.5,-340.0
401803442,2026-03-20 02:00:00+00:00,2026,Vegas Golden Knights,1,0,0.0,4.0,-1.5,5.5,-135.0
401803442,2026-03-20 02:00:00+00:00,2026,Utah Mammoth,0,1,4.0,0.0,-1.5,5.5,-135.0
401803443,2026-03-20 02:00:00+00:00,2026,San Jose Sharks,1,0,0.0,5.0,1.5,6.5,-142.0
401803443,2026-03-20 02:00:00+00:00,2026,Buffalo Sabres,0,1,5.0,0.0,1.5,6.5,-142.0
401803444,2026-03-20 02:30:00+00:00,2026,Los Angeles Kings,1,0,3.0,4.0,-1.5,5.5,-192.0
401803444,2026-03-20 02:30:00+00:00,2026,Philadelphia Flyers,0,1,4.0,3.0,-1.5,5.5,-192.0
401803445,2026-03-20 23:00:00+00:00,2026,Toronto Maple Leafs,1,0,3.0,4.0,1.5,6.5,-218.0
401803445,2026-03-20 23:00:00+00:00,2026,Carolina Hurricanes,0,1,4.0,3.0,1.5,6.5,-218.0
401803446,2026-03-20 23:00:00+00:00,2026,Washington Capitals,1,1,2.0,1.0,-1.5,6.5,-125.0
401803446,2026-03-20 23:00:00+00:00,2026,New Jersey Devils,0,0,1.0,2.0,-1.5,6.5,-125.0
401803447,2026-03-21 00:30:00+00:00,2026,Chicago Blackhawks,1,0,1.0,4.0,1.5,6.5,-340.0
401803447,2026-03-21 00:30:00+00:00,2026,Colorado Avalanche,0,1,4.0,1.0,1.5,6.5,-340.0
401803448,2026-03-21 01:00:00+00:00,2026,Calgary Flames,1,1,4.0,1.0,-1.5,5.5,-118.0
401803448,2026-03-21 01:00:00+00:00,2026,Florida Panthers,0,0,1.0,4.0,-1.5,5.5,-118.0
401803449,2026-03-21 02:00:00+00:00,2026,Utah Mammoth,1,0,1.0,4.0,-1.5,6.5,-142.0
401803449,2026-03-21 02:00:00+00:00,2026,Anaheim Ducks,0,1,4.0,1.0,-1.5,6.5,-142.0
401803450,2026-03-21 17:00:00+00:00,2026,Pittsburgh Penguins,1,1,5.0,4.0,-1.5,6.5,-162.0
401803450,2026-03-21 17:00:00+00:00,2026,Winnipeg Jets,0,0,4.0,5.0,-1.5,6.5,-162.0
401803451,2026-03-21 18:00:00+00:00,2026,Nashville Predators,1,1,4.0,1.0,1.5,6.5,-155.0
401803451,2026-03-21 18:00:00+00:00,2026,Vegas Golden Knights,0,0,1.0,4.0,1.5,6.5,-155.0
401803452,2026-03-21 20:00:00+00:00,2026,Minnesota Wild,1,1,2.0,1.0,1.5,5.5,-135.0
401803452,2026-03-21 20:00:00+00:00,2026,Dallas Stars,0,0,1.0,2.0,1.5,5.5,-135.0
401803453,2026-03-21 20:00:00+00:00,2026,Los Angeles Kings,1,0,1.0,4.0,1.5,6.5,-130.0
401803453,2026-03-21 20:00:00+00:00,2026,Buffalo Sabres,0,1,4.0,1.0,1.5,6.5,-130.0
401803454,2026-03-21 20:00:00+00:00,2026,San Jose Sharks,1,0,1.0,4.0,-1.5,5.5,-122.0
401803454,2026-03-21 20:00:00+00:00,2026,Philadelphia Flyers,0,1,4.0,1.0,-1.5,5.5,-122.0
401803455,2026-03-21 21:00:00+00:00,2026,Columbus Blue Jackets,1,1,5.0,2.0,-1.5,6.5,-180.0
401803455,2026-03-21 21:00:00+00:00,2026,Seattle Kraken,0,0,2.0,5.0,-1.5,6.5,-180.0
401803456,2026-03-21 23:00:00+00:00,2026,Montreal Canadiens,1,1,7.0,3.0,-1.5,6.5,-120.0
401803456,2026-03-21 23:00:00+00:00,2026,New York Islanders,0,0,3.0,7.0,-1.5,6.5,-120.0
401803457,2026-03-21 23:00:00+00:00,2026,Ottawa Senators,1,1,5.0,2.0,-1.5,6.5,-325.0
401803457,2026-03-21 23:00:00+00:00,2026,Toronto Maple Leafs,0,0,2.0,5.0,-1.5,6.5,-325.0
401803458,2026-03-21 23:00:00+00:00,2026,Vancouver Canucks,1,0,1.0,3.0,1.5,5.5,-148.0
401803458,2026-03-21 23:00:00+00:00,2026,St. Louis Blues,0,1,3.0,1.0,1.5,5.5,-148.0
401803459,2026-03-22 00:00:00+00:00,2026,Detroit Red Wings,1,0,2.0,4.0,-1.5,5.5,-120.0
401803459,2026-03-22 00:00:00+00:00,2026,Boston Bruins,0,1,4.0,2.0,-1.5,5.5,-120.0
401803460,2026-03-22 02:00:00+00:00,2026,Edmonton Oilers,1,0,2.0,5.0,1.5,6.5,-135.0
401803460,2026-03-22 02:00:00+00:00,2026,Tampa Bay Lightning,0,1,5.0,2.0,1.5,6.5,-135.0
401803461,2026-03-22 16:00:00+00:00,2026,New York Rangers,1,0,2.0,3.0,-1.5,6.5,-115.0
401803461,2026-03-22 16:00:00+00:00,2026,Winnipeg Jets,0,1,3.0,2.0,-1.5,6.5,-115.0
401803462,2026-03-22 16:30:00+00:00,2026,Washington Capitals,1,0,2.0,3.0,1.5,6.5,-162.0
401803462,2026-03-22 16:30:00+00:00,2026,Colorado Avalanche,0,1,3.0,2.0,1.5,6.5,-162.0
401803463,2026-03-22 19:00:00+00:00,2026,Pittsburgh Penguins,1,0,1.0,5.0,1.5,6.5,-142.0
401803463,2026-03-22 19:00:00+00:00,2026,Carolina Hurricanes,0,1,5.0,1.0,1.5,6.5,-142.0
401803464,2026-03-22 19:00:00+00:00,2026,Chicago Blackhawks,1,0,2.0,3.0,1.5,5.5,-115.0
401803464,2026-03-22 19:00:00+00:00,2026,Nashville Predators,0,1,3.0,2.0,1.5,5.5,-115.0
401803465,2026-03-22 23:00:00+00:00,2026,New York Islanders,1,1,1.0,0.0,1.5,6.5,-125.0
401803465,2026-03-22 23:00:00+00:00,2026,Columbus Blue Jackets,0,0,0.0,1.0,1.5,6.5,-125.0
401803466,2026-03-22 23:00:00+00:00,2026,Dallas Stars,1,0,2.0,3.0,-1.5,5.5,-135.0
401803466,2026-03-22 23:00:00+00:00,2026,Vegas Golden Knights,0,1,3.0,2.0,-1.5,5.5,-135.0
401803467,2026-03-23 00:00:00+00:00,2026,Calgary Flames,1,1,4.0,3.0,1.5,6.5,-175.0
401803467,2026-03-23 00:00:00+00:00,2026,Tampa Bay Lightning,0,0,3.0,4.0,1.5,6.5,-175.0
401803468,2026-03-23 00:00:00+00:00,2026,Anaheim Ducks,1,1,6.0,5.0,-1.5,6.5,-102.0
401803468,2026-03-23 00:00:00+00:00,2026,Buffalo Sabres,0,0,5.0,6.0,-1.5,6.5,-102.0
401803469,2026-03-23 01:00:00+00:00,2026,Utah Mammoth,1,1,4.0,3.0,-1.5,5.5,-175.0
401803469,2026-03-23 01:00:00+00:00,2026,Los Angeles Kings,0,0,3.0,4.0,-1.5,5.5,-175.0
401803470,2026-03-23 23:30:00+00:00,2026,New York Rangers,1,0,1.0,2.0,1.5,5.5,-192.0
401803470,2026-03-23 23:30:00+00:00,2026,Ottawa Senators,0,1,2.0,1.0,1.5,5.5,-192.0
401803471,2026-03-24 23:00:00+00:00,2026,Boston Bruins,1,0,2.0,4.0,-1.5,6.5,-205.0
401803471,2026-03-24 23:00:00+00:00,2026,Toronto Maple Leafs,0,1,4.0,2.0,-1.5,6.5,-205.0
401803472,2026-03-24 23:00:00+00:00,2026,Montreal Canadiens,1,1,5.0,2.0,1.5,6.5,-125.0
401803472,2026-03-24 23:00:00+00:00,2026,Carolina Hurricanes,0,0,2.0,5.0,1.5,6.5,-125.0
401803473,2026-03-24 23:00:00+00:00,2026,Detroit Red Wings,1,0,2.0,3.0,-1.5,5.5,-135.0
401803473,2026-03-24 23:00:00+00:00,2026,Ottawa Senators,0,1,3.0,2.0,-1.5,5.5,-135.0
401803474,2026-03-24 23:00:00+00:00,2026,Florida Panthers,1,1,5.0,4.0,-1.5,5.5,-130.0
401803474,2026-03-24 23:00:00+00:00,2026,Seattle Kraken,0,0,4.0,5.0,-1.5,5.5,-130.0
401803475,2026-03-24 23:00:00+00:00,2026,New York Islanders,1,0,3.0,4.0,-1.5,5.5,-166.0
401803475,2026-03-24 23:00:00+00:00,2026,Chicago Blackhawks,0,1,4.0,3.0,-1.5,5.5,-166.0
401803476,2026-03-24 23:00:00+00:00,2026,Philadelphia Flyers,1,0,2.0,3.0,1.5,5.5,-135.0
401803476,2026-03-24 23:00:00+00:00,2026,Columbus Blue Jackets,0,1,3.0,2.0,1.5,5.5,-135.0
401803477,2026-03-24 23:00:00+00:00,2026,Pittsburgh Penguins,1,0,2.0,6.0,1.5,6.5,-175.0
401803477,2026-03-24 23:00:00+00:00,2026,Colorado Avalanche,0,1,6.0,2.0,1.5,6.5,-175.0
401803478,2026-03-24 23:30:00+00:00,2026,Tampa Bay Lightning,1,1,6.0,3.0,-1.5,6.5,-148.0
401803478,2026-03-24 23:30:00+00:00,2026,Minnesota Wild,0,0,3.0,6.0,-1.5,6.5,-148.0
401803479,2026-03-25 00:00:00+00:00,2026,St. Louis Blues,1,1,3.0,0.0,-1.5,5.5,-105.0
401803479,2026-03-25 00:00:00+00:00,2026,Washington Capitals,0,0,0.0,3.0,-1.5,5.5,-105.0
401803480,2026-03-25 00:00:00+00:00,2026,Nashville Predators,1,1,6.0,3.0,-1.5,6.5,-142.0
401803480,2026-03-25 00:00:00+00:00,2026,San Jose Sharks,0,0,3.0,6.0,-1.5,6.5,-142.0
401803481,2026-03-25 00:00:00+00:00,2026,Dallas Stars,1,0,4.0,6.0,-1.5,5.5,-162.0
401803481,2026-03-25 00:00:00+00:00,2026,New Jersey Devils,0,1,6.0,4.0,-1.5,5.5,-162.0
401803482,2026-03-25 00:00:00+00:00,2026,Winnipeg Jets,1,1,4.0,1.0,1.5,5.5,-135.0
401803482,2026-03-25 00:00:00+00:00,2026,Vegas Golden Knights,0,0,1.0,4.0,1.5,5.5,-135.0
401803484,2026-03-25 01:00:00+00:00,2026,Calgary Flames,1,1,3.0,2.0,1.5,5.5,-148.0
401803484,2026-03-25 01:00:00+00:00,2026,Los Angeles Kings,0,0,2.0,3.0,1.5,5.5,-148.0
401803483,2026-03-25 01:30:00+00:00,2026,Utah Mammoth,1,0,2.0,5.0,-1.5,6.5,-135.0
401803483,2026-03-25 01:30:00+00:00,2026,Edmonton Oilers,0,1,5.0,2.0,-1.5,6.5,-135.0
401803485,2026-03-25 02:00:00+00:00,2026,Vancouver Canucks,1,0,3.0,5.0,1.5,6.5,-180.0
401803485,2026-03-25 02:00:00+00:00,2026,Anaheim Ducks,0,1,5.0,3.0,1.5,6.5,-180.0
401803486,2026-03-25 23:30:00+00:00,2026,Buffalo Sabres,1,0,3.0,4.0,-1.5,6.5,-205.0
401803486,2026-03-25 23:30:00+00:00,2026,Boston Bruins,0,1,4.0,3.0,-1.5,6.5,-205.0
401803487,2026-03-25 23:30:00+00:00,2026,Toronto Maple Leafs,1,1,4.0,3.0,1.5,6.5,-130.0
401803487,2026-03-25 23:30:00+00:00,2026,New York Rangers,0,0,3.0,4.0,1.5,6.5,-130.0
401803488,2026-03-26 23:00:00+00:00,2026,Montreal Canadiens,1,1,2.0,1.0,-1.5,6.5,-112.0
401803488,2026-03-26 23:00:00+00:00,2026,Columbus Blue Jackets,0,0,1.0,2.0,-1.5,6.5,-112.0
401803489,2026-03-26 23:00:00+00:00,2026,Ottawa Senators,1,0,3.0,4.0,-1.5,6.5,-148.0
401803489,2026-03-26 23:00:00+00:00,2026,Pittsburgh Penguins,0,1,4.0,3.0,-1.5,6.5,-148.0
401803490,2026-03-26 23:00:00+00:00,2026,Tampa Bay Lightning,1,0,3.0,4.0,-1.5,6.5,-290.0
401803490,2026-03-26 23:00:00+00:00,2026,Seattle Kraken,0,1,4.0,3.0,-1.5,6.5,-290.0
401803491,2026-03-26 23:00:00+00:00,2026,Florida Panthers,1,0,2.0,3.0,1.5,6.5,-166.0
401803491,2026-03-26 23:00:00+00:00,2026,Minnesota Wild,0,1,3.0,2.0,1.5,6.5,-166.0
401803492,2026-03-26 23:00:00+00:00,2026,New York Islanders,1,1,2.0,1.0,1.5,5.5,-118.0
401803492,2026-03-26 23:00:00+00:00,2026,Dallas Stars,0,0,1.0,2.0,1.5,5.5,-118.0
401803493,2026-03-26 23:00:00+00:00,2026,Philadelphia Flyers,1,1,5.0,1.0,-1.5,5.5,-142.0
401803493,2026-03-26 23:00:00+00:00,2026,Chicago Blackhawks,0,0,1.0,5.0,-1.5,5.5,-142.0
401803494,2026-03-27 00:00:00+00:00,2026,St. Louis Blues,1,1,2.0,1.0,-1.5,5.5,-130.0
401803494,2026-03-27 00:00:00+00:00,2026,San Jose Sharks,0,0,1.0,2.0,-1.5,5.5,-130.0
401803495,2026-03-27 00:00:00+00:00,2026,Nashville Predators,1,0,2.0,4.0,-1.5,6.5,-112.0
401803495,2026-03-27 00:00:00+00:00,2026,New Jersey Devils,0,1,4.0,2.0,-1.5,6.5,-112.0
401803496,2026-03-27 00:00:00+00:00,2026,Winnipeg Jets,1,0,2.0,3.0,1.5,5.5,-185.0
401803496,2026-03-27 00:00:00+00:00,2026,Colorado Avalanche,0,1,3.0,2.0,1.5,5.5,-185.0
401803497,2026-03-27 01:00:00+00:00,2026,Utah Mammoth,1,0,4.0,7.0,-1.5,5.5,-135.0
401803497,2026-03-27 01:00:00+00:00,2026,Washington Capitals,0,1,7.0,4.0,-1.5,5.5,-135.0
401803498,2026-03-27 01:00:00+00:00,2026,Calgary Flames,1,0,2.0,3.0,1.5,6.5,-135.0
401803498,2026-03-27 01:00:00+00:00,2026,Anaheim Ducks,0,1,3.0,2.0,1.5,6.5,-135.0
401803499,2026-03-27 01:30:00+00:00,2026,Vegas Golden Knights,1,0,3.0,4.0,-1.5,6.5,-142.0
401803499,2026-03-27 01:30:00+00:00,2026,Edmonton Oilers,0,1,4.0,3.0,-1.5,6.5,-142.0
401803500,2026-03-27 02:00:00+00:00,2026,Vancouver Canucks,1,0,0.0,4.0,1.5,5.5,-175.0
401803500,2026-03-27 02:00:00+00:00,2026,Los Angeles Kings,0,1,4.0,0.0,1.5,5.5,-175.0
401803501,2026-03-27 23:00:00+00:00,2026,Buffalo Sabres,1,0,2.0,5.0,-1.5,6.5,-142.0
401803501,2026-03-27 23:00:00+00:00,2026,Detroit Red Wings,0,1,5.0,2.0,-1.5,6.5,-142.0
401803502,2026-03-27 23:00:00+00:00,2026,New York Rangers,1,1,6.0,1.0,-1.5,6.5,-175.0
401803502,2026-03-27 23:00:00+00:00,2026,Chicago Blackhawks,0,0,1.0,6.0,-1.5,6.5,-175.0
401803503,2026-03-28 17:00:00+00:00,2026,Tampa Bay Lightning,1,1,4.0,2.0,-1.5,6.5,-135.0
401803503,2026-03-28 17:00:00+00:00,2026,Ottawa Senators,0,0,2.0,4.0,-1.5,6.5,-135.0
401803504,2026-03-28 17:00:00+00:00,2026,New York Islanders,1,1,5.0,2.0,-1.5,5.5,-205.0
401803504,2026-03-28 17:00:00+00:00,2026,Florida Panthers,0,0,2.0,5.0,-1.5,5.5,-205.0
401803505,2026-03-28 19:30:00+00:00,2026,Edmonton Oilers,1,1,4.0,2.0,-1.5,6.5,-148.0
401803505,2026-03-28 19:30:00+00:00,2026,Anaheim Ducks,0,0,2.0,4.0,-1.5,6.5,-148.0
401803506,2026-03-28 21:00:00+00:00,2026,Boston Bruins,1,1,6.0,3.0,1.5,6.5,-115.0
401803506,2026-03-28 21:00:00+00:00,2026,Minnesota Wild,0,0,3.0,6.0,1.5,6.5,-115.0
401803507,2026-03-28 21:00:00+00:00,2026,Pittsburgh Penguins,1,0,3.0,6.0,1.5,6.5,-130.0
401803507,2026-03-28 21:00:00+00:00,2026,Dallas Stars,0,1,6.0,3.0,1.5,6.5,-130.0
401803508,2026-03-28 21:00:00+00:00,2026,Carolina Hurricanes,1,1,5.0,2.0,-1.5,6.5,-205.0
401803508,2026-03-28 21:00:00+00:00,2026,New Jersey Devils,0,0,2.0,5.0,-1.5,6.5,-205.0
401803509,2026-03-28 21:00:00+00:00,2026,Columbus Blue Jackets,1,0,2.0,3.0,-1.5,6.5,-185.0
401803509,2026-03-28 21:00:00+00:00,2026,San Jose Sharks,0,1,3.0,2.0,-1.5,6.5,-185.0
401803510,2026-03-28 21:30:00+00:00,2026,Buffalo Sabres,1,1,3.0,2.0,-1.5,6.5,-198.0
401803510,2026-03-28 21:30:00+00:00,2026,Seattle Kraken,0,0,2.0,3.0,-1.5,6.5,-198.0
401803511,2026-03-28 23:00:00+00:00,2026,St. Louis Blues,1,1,5.0,1.0,-1.5,5.5,-148.0
401803511,2026-03-28 23:00:00+00:00,2026,Toronto Maple Leafs,0,0,1.0,5.0,-1.5,5.5,-148.0
401803512,2026-03-28 23:00:00+00:00,2026,Nashville Predators,1,0,1.0,4.0,1.5,6.5,-115.0
