player_id,player_name,team_abbrev,position,expected_points,p10,p50,p90,pts_per_game,expected_games,availability_multiplier,injured,low_confidence,ir_stash_ev,ir_stash_value,ir_verdict
8476881,Tomas Hertl,VGK,F,3.9,1.0,3.0,7.0,0.5392436045061986,7.256719364242214,1.0,False,False,,,
8480817,K'Andre Miller,CAR,D,3.87825,1.0,4.0,7.0,0.411159598737254,9.514765408400544,0.9999999999999998,False,False,,,
8482785,Justin Robidas,CAR,F,3.85525,1.0,4.0,7.0,0.40641425980444945,9.514765408400544,0.9999999999999998,False,True,,,
8477964,Ivan Barbashev,VGK,F,3.85175,1.0,3.0,7.0,0.5343242669926646,7.256719364242214,1.0,False,False,,,
8481004,Josiah Slavin,CAR,F,3.763,1.0,3.0,7.0,0.3904974693830722,9.514765408400544,0.9999999999999998,False,True,,,
8477447,Shea Theodore,VGK,D,3.689,1.0,3.0,7.0,0.500480888461213,7.256719364242214,1.0,False,False,,,
8473533,Jordan Staal,CAR,F,3.63375,1.0,3.0,7.0,0.38273989762056315,9.514765408400544,0.9999999999999998,False,False,,,
8479387,Keaton Middleton,COL,D,3.6055,1.0,3.0,6.0,0.36854988445555187,9.877578677491544,1.0,False,True,,,
8483930,Ivan Ivan,COL,F,3.58725,1.0,3.0,6.0,0.3646833174528194,9.877578677491544,1.0,False,True,,,
8484984,Ivan Demidov,MTL,F,3.56175,1.0,3.0,7.0,0.4570120586788139,7.7636560613301695,1.0,False,False,,,
8478038,Devon Toews,COL,D,3.5,1.0,3.0,6.0,0.35829166048825334,9.877578677491544,1.0,False,False,,,
8480448,Parker Kelly,COL,F,3.41,1.0,3.0,6.0,0.3438687616250257,9.877578677491544,1.0,False,False,,,
8478109,Victor Olofsson,COL,F,3.4055,1.0,3.0,6.0,0.33637766923385115,9.877578677491544,1.0,False,False,,,
8481534,Raphael Lavoie,VGK,F,3.37,1.0,3.0,6.0,0.46438023553603236,7.256719364242214,1.0,False,True,,,
8480291,Skyler Brind'Amour,CAR,F,3.3115,1.0,3.0,6.0,0.3493823501235136,9.514765408400544,0.9999999999999998,False,True,,,
8476448,William Karlsson,VGK,F,3.2045,1.0,3.0,6.0,0.43428333002244734,7.256719364242214,1.0,False,False,,,
8482953,Taylor Makar,COL,F,3.202,1.0,3.0,6.0,0.32350816466460874,9.877578677491544,1.0,False,False,,,
8482100,Alexander Nikishin,CAR,D,3.16125,1.0,3.0,6.0,0.331338194766228,9.514765408400544,0.9999999999999998,False,False,,,
8470613,Brent Burns,COL,D,3.1395,1.0,3.0,6.0,0.32579811596218083,9.877578677491544,1.0,False,False,,,
8480865,Noah Dobson,MTL,D,3.10875,1.0,3.0,6.0,0.40192731646225427,7.7636560613301695,1.0,False,False,,,
8481186,Logan O'Connor,COL,F,3.10875,1.0,3.0,6.0,0.3229392420979557,9.877578677491544,1.0,False,False,,,
8481562,Domenick Fensore,CAR,D,3.09675,1.0,3.0,6.0,0.3238141334799099,9.514765408400544,0.9999999999999998,False,True,,,
8484203,Bradly Nadeau,CAR,F,3.04775,1.0,3.0,6.0,0.32455134677119163,9.514765408400544,0.9999999999999998,False,False,,,
8485251,Kai Uchacz,VGK,F,3.04125,1.0,3.0,6.0,0.41048898088720165,7.256719364242214,1.0,False,True,,,
8482187,Ronan Seeley,CAR,D,2.99825,1.0,3.0,6.0,0.31878838203849535,9.514765408400544,0.9999999999999998,False,True,,,
8479525,Ross Colton,COL,F,2.9945,1.0,3.0,6.0,0.3043946388882264,9.877578677491544,1.0,False,False,,,
8476921,Jordan Martinook,CAR,F,2.95675,1.0,3.0,6.0,0.30561033597638687,9.514765408400544,0.9999999999999998,False,False,,,
8480336,Sean Walker,CAR,D,2.931,1.0,3.0,6.0,0.30925584885635304,9.514765408400544,0.9999999999999998,False,False,,,
8481618,Alex Newhook,MTL,F,2.92075,1.0,3.0,6.0,0.3804490721878892,7.7636560613301695,1.0,False,False,,,
8480835,Jack Drury,COL,F,2.89425,1.0,3.0,5.0,0.2981154363256774,9.877578677491544,1.0,False,False,,,
8476312,Josh Manson,COL,D,2.8585,1.0,3.0,5.0,0.28832877983825206,9.877578677491544,1.0,False,False,,,
8480007,Jonas Rondbjerg,VGK,F,2.84125,1.0,2.0,6.0,0.3917790986744242,7.256719364242214,1.0,False,True,,,
8483890,Braeden Bowman,VGK,F,2.785,1.0,2.0,5.099999999999909,0.3802531444465693,7.256719364242214,1.0,False,False,,,
8479353,Brett Howden,VGK,F,2.74375,0.0,2.0,5.0,0.37456790926624545,7.256719364242214,1.0,False,False,,,
8479550,Tanner Laczynski,VGK,F,2.7205,1.0,2.0,5.0,0.3752739135835269,7.256719364242214,1.0,False,False,,,
8482072,Jack Ahcan,COL,D,2.63875,1.0,2.0,5.0,0.26670091174639415,9.877578677491544,1.0,False,False,,,
8478396,Noah Hanifin,VGK,D,2.6355,0.0,2.0,5.0,0.354496425004069,7.256719364242214,1.0,False,False,,,
8475191,Reilly Smith,VGK,F,2.612,0.0,2.0,5.0,0.3585731763053024,7.256719364242214,1.0,False,False,,,
8482749,Joshua Roy,MTL,F,2.60125,0.0,2.0,5.0,0.3356185698482381,7.7636560613301695,1.0,False,True,,,
8480074,Alexandre Texier,MTL,F,2.59375,0.0,2.0,5.0,0.33797903336907764,7.7636560613301695,1.0,False,False,,,
8476875,Mike Matheson,MTL,D,2.572,0.0,2.0,5.0,0.33723792298567673,7.7636560613301695,1.0,False,False,,,
8482775,Oliver Kapanen,MTL,F,2.50625,0.0,2.0,5.0,0.3253232338079023,7.7636560613301695,1.0,False,False,,,
8482737,Zachary Bolduc,MTL,F,2.47475,0.0,2.0,5.0,0.3205653942246602,7.7636560613301695,1.0,False,False,,,
8479339,Patrik Laine,MTL,F,2.45025,0.0,2.0,5.0,0.31630610321326297,7.7636560613301695,1.0,False,True,,,
8481523,Kirby Dach,MTL,F,2.442,0.0,2.0,5.0,0.31081970274632564,7.7636560613301695,1.0,False,False,,,
8484428,Charles Alexis Legault,CAR,D,2.421,0.0,2.0,5.0,0.24853476545980707,9.514765408400544,0.9999999999999998,False,False,,,
8484403,Florian Xhekaj,MTL,F,2.39,0.0,2.0,5.0,0.3060743007618316,7.7636560613301695,1.0,False,True,,,
8475848,Brendan Gallagher,MTL,F,2.3175,0.0,2.0,5.0,0.3002647239698234,7.7636560613301695,1.0,False,False,,,
8479398,Samuel Girard,COL,D,2.3125,0.0,2.0,4.0,0.2340411574852725,9.877578677491544,1.0,False,False,,,
8478133,Jake Evans,MTL,F,2.271,0.0,2.0,5.0,0.2916779851440293,7.7636560613301695,1.0,False,False,,,
8478970,Jalen Chatfield,CAR,D,2.26075,0.0,2.0,4.0,0.24076387293059426,9.514765408400544,0.9999999999999998,False,False,,,
8483424,Owen Beck,MTL,F,2.14475,0.0,2.0,4.0,0.2717982718415523,7.7636560613301695,1.0,False,False,,,
8476958,Jaccob Slavin,CAR,D,2.083,0.0,2.0,4.0,0.21899735928280062,9.514765408400544,0.9999999999999998,False,False,,,
8476422,Mike Reilly,CAR,D,2.08,0.0,2.0,4.0,0.21831869665440362,9.514765408400544,0.9999999999999998,False,False,,,
8476981,Josh Anderson,MTL,F,2.04475,0.0,2.0,4.0,0.269122792815188,7.7636560613301695,1.0,False,False,,,
8476479,Phillip Danault,MTL,F,2.044,0.0,2.0,4.0,0.26472047137987154,7.7636560613301695,1.0,False,False,,,
8482470,Ilya Solovyov,COL,D,1.99125,0.0,2.0,4.0,0.20109438566094556,9.877578677491544,1.0,False,False,,,
8483728,Jared Davidson,MTL,F,1.9625,0.0,2.0,4.0,0.25106563708029117,7.7636560613301695,1.0,False,False,,,
8476873,Mark Jankowski,CAR,F,1.9545,0.0,2.0,4.0,0.20267439549260888,9.514765408400544,0.9999999999999998,False,False,,,
8484149,Gavin Brindley,COL,F,1.94925,0.0,2.0,4.0,0.19656071531202365,9.877578677491544,1.0,False,False,,,
8482911,Joel Nystrom,CAR,D,1.9415,0.0,2.0,4.0,0.2047338118280078,9.514765408400544,0.9999999999999998,False,False,,,
8482087,Kaiden Guhle,MTL,D,1.938,0.0,2.0,4.0,0.2510214113085285,7.7636560613301695,1.0,False,False,,,
8481641,Joel Kiviranta,COL,F,1.9245,0.0,2.0,4.0,0.19465610411892648,9.877578677491544,1.0,False,False,,,
8478851,Alexandre Carrier,MTL,D,1.90175,0.0,2.0,4.0,0.23988770150212252,7.7636560613301695,1.0,False,False,,,
8476925,Colton Sissons,VGK,F,1.89125,0.0,2.0,4.0,0.25942190199486126,7.256719364242214,1.0,False,False,,,
8476438,Brandon Saad,VGK,F,1.8755,0.0,2.0,4.0,0.2585551693304754,7.256719364242214,1.0,False,False,,,
8479639,Dylan Coghlan,VGK,D,1.8715,0.0,2.0,4.0,0.2619132706832607,7.256719364242214,1.0,False,True,,,
8484220,David Reinbacher,MTL,D,1.87025,0.0,2.0,4.0,0.24454681648503868,7.7636560613301695,1.0,False,True,,,
8480829,Jesperi Kotkaniemi,CAR,F,1.83675,0.0,2.0,4.0,0.19519311547278229,9.514765408400544,0.9999999999999998,False,False,,,
8480762,Eric Robinson,CAR,F,1.79,0.0,2.0,4.0,0.18614983560335535,9.514765408400544,0.9999999999999998,False,False,,,
8477034,Jaycob Megna,VGK,D,1.76125,0.0,2.0,4.0,0.24946591684195601,7.256719364242214,1.0,False,True,,,
8481133,Cole Reinhardt,VGK,F,1.7445,0.0,1.0,4.0,0.23820959311161588,7.256719364242214,1.0,False,False,,,
8477018,Ben Hutton,VGK,D,1.72225,0.0,1.0,4.0,0.2347211890290354,7.256719364242214,1.0,False,False,,,
8477478,William Carrier,CAR,F,1.71275,0.0,1.0,4.0,0.17708423869352785,9.514765408400544,0.9999999999999998,False,False,,,
8482125,Alexander Holtz,VGK,F,1.6975,0.0,1.0,4.0,0.23946459701988826,7.256719364242214,1.0,False,False,,,
8478104,Samuel Blais,MTL,F,1.6575,0.0,1.0,4.0,0.21724596630252124,7.7636560613301695,1.0,False,False,,,
8480727,Zach Whitecloud,VGK,D,1.56925,0.0,1.0,3.099999999999909,0.21597228739598545,7.256719364242214,1.0,False,False,,,
8482947,Zakhar Bardakov,COL,F,1.55475,0.0,1.0,3.0,0.15669922613850706,9.877578677491544,1.0,False,False,,,
8475188,Brayden McNabb,VGK,D,1.5495,0.0,1.0,3.0,0.21596770330422044,7.256719364242214,1.0,False,False,,,
8478434,Keegan Kolesar,VGK,F,1.3345,0.0,1.0,3.0,0.18301291948145149,7.256719364242214,1.0,False,False,,,
8480813,Joseph Veleno,MTL,F,1.30575,0.0,1.0,3.0,0.16765922698472233,7.7636560613301695,1.0,False,False,,,
8483686,Adam Engstrom,MTL,D,1.21275,0.0,1.0,3.0,0.1572961350338643,7.7636560613301695,1.0,False,False,,,
8481527,Kaedan Korczak,VGK,D,1.1925,0.0,1.0,3.0,0.16536305703856335,7.256719364242214,1.0,False,False,,,
8478468,Jeremy Lauzon,VGK,D,1.13575,0.0,1.0,3.0,0.16066763482388613,7.256719364242214,1.0,False,False,,,
8481593,Jayden Struble,MTL,D,1.122,0.0,1.0,3.0,0.1398985842518557,7.7636560613301695,1.0,False,False,,,
8482964,Arber Xhekaj,MTL,D,0.91475,0.0,1.0,2.0,0.11534526181463617,7.7636560613301695,1.0,False,False,,,
